name_of_university,year_of_education,type_of_university,city,onlisans_male,onlisans_female,lisans_male,lisans_female,master_male,master_female,doctorate_male,doctorate_female,total_male,total_female,total_total
ABANT IZZET BAYSAL UNIVERSITESI,2018-2017,DEVLET,BOLU,6230,3521,7970,11171,1333,1204,230,204,15763,16100,31863
ABANT IZZET BAYSAL UNIVERSITESI,2017-2016,DEVLET,BOLU,6222,3309,7243,10570,1367,1166,199,165,15031,15210,30241
ABANT IZZET BAYSAL UNIVERSITESI,2016-2015,DEVLET,BOLU,5649,2969,6633,10097,1280,1098,192,153,13754,14317,28071
ABANT IZZET BAYSAL UNIVERSITESI,2015-2014,DEVLET,BOLU,4269,2197,6149,9604,936,845,155,115,11509,12761,24270
ABDULLAH GUL UNIVERSITESI,2019-2018,DEVLET,KAYSERI,0,0,854,377,46,40,50,41,950,458,1408
ABDULLAH GUL UNIVERSITESI,2018-2017,DEVLET,KAYSERI,0,0,644,230,39,33,43,36,726,299,1025
ABDULLAH GUL UNIVERSITESI,2017-2016,DEVLET,KAYSERI,0,0,496,160,29,26,32,21,557,207,764
ABDULLAH GUL UNIVERSITESI,2016-2015,DEVLET,KAYSERI,0,0,299,98,32,22,25,9,356,129,485
ABDULLAH GUL UNIVERSITESI,2015-2014,DEVLET,KAYSERI,0,0,189,68,19,18,17,5,225,91,316
ACIBADEM MEHMET ALI AYDINLAR UNIVERSITESI,2019-2018,VAKIF,ISTANBUL,514,965,628,1741,67,266,18,88,1227,3060,4287
ACIBADEM MEHMET ALI AYDINLAR UNIVERSITESI,2018-2017,VAKIF,ISTANBUL,485,879,583,1690,53,232,14,52,1135,2853,3988
ACIBADEM UNIVERSITESI,2017-2016,VAKIF,ISTANBUL,544,976,507,1407,65,208,8,38,1124,2629,3753
ACIBADEM UNIVERSITESI,2016-2015,VAKIF,ISTANBUL,514,937,418,1038,57,196,5,25,994,2196,3190
ACIBADEM UNIVERSITESI,2015-2014,VAKIF,ISTANBUL,326,591,341,786,51,217,3,10,721,1604,2325
ADANA ALPARSLAN TURKES BILIM VE TEKNOLOJI UNIVERSITESI,2019-2018,DEVLET,ADANA,0,0,1085,727,391,224,14,9,1490,960,2450
ADANA BILIM VE TEKNOLOJI UNIVERSITESI,2018-2017,DEVLET,ADANA,0,0,799,558,430,154,5,2,1234,714,1948
ADANA BILIM VE TEKNOLOJI UNIVERSITESI,2017-2016,DEVLET,ADANA,0,0,531,385,382,132,1,0,914,517,1431
ADANA BILIM VE TEKNOLOJI UNIVERSITESI,2016-2015,DEVLET,ADANA,0,0,360,261,275,91,0,0,635,352,987
ADANA BILIM VE TEKNOLOJI UNIVERSITESI,2015-2014,DEVLET,ADANA,0,0,183,137,198,92,0,0,381,229,610
ADIYAMAN UNIVERSITESI,2019-2018,DEVLET,ADIYAMAN,6316,3544,4548,5435,313,195,42,24,11219,9198,20417
ADIYAMAN UNIVERSITESI,2018-2017,DEVLET,ADIYAMAN,6175,3585,4378,5256,370,206,46,20,10969,9067,20036
ADIYAMAN UNIVERSITESI,2017-2016,DEVLET,ADIYAMAN,6449,3910,4275,5170,406,191,46,15,11176,9286,20462
ADIYAMAN UNIVERSITESI,2016-2015,DEVLET,ADIYAMAN,6037,3808,4055,4862,434,211,44,16,10570,8897,19467
ADIYAMAN UNIVERSITESI,2015-2014,DEVLET,ADIYAMAN,5534,3488,3773,4522,344,172,29,11,9680,8193,17873
ADNAN MENDERES UNIVERSITESI,2018-2017,DEVLET,AYDIN,11981,9698,13812,14612,1911,1449,270,306,27974,26065,54039
ADNAN MENDERES UNIVERSITESI,2017-2016,DEVLET,AYDIN,11936,9894,12667,14001,1726,1336,224,233,26553,25464,52017
ADNAN MENDERES UNIVERSITESI,2016-2015,DEVLET,AYDIN,11259,9043,10847,12080,1361,1156,204,215,23671,22494,46165
ADNAN MENDERES UNIVERSITESI,2015-2014,DEVLET,AYDIN,10480,8292,9369,10818,1029,1022,200,200,21078,20332,41410
AFYON KOCATEPE UNIVERSITESI,2019-2018,DEVLET,AFYONKARAHISAR,6503,3809,11877,11287,1723,1172,227,129,20330,16397,36727
AFYON KOCATEPE UNIVERSITESI,2018-2017,DEVLET,AFYONKARAHISAR,9969,5875,12731,13165,2152,1251,240,116,25092,20407,45499
AFYON KOCATEPE UNIVERSITESI,2017-2016,DEVLET,AFYON,10806,6236,12107,12506,2293,1171,216,94,25422,20007,45429
AFYON KOCATEPE UNIVERSITESI,2016-2015,DEVLET,AFYON,10406,6018,11241,11950,1929,967,208,84,23784,19019,42803
AFYON KOCATEPE UNIVERSITESI,2015-2014,DEVLET,AFYON,9721,5699,10295,11192,1522,796,185,78,21723,17765,39488
AFYONKARAHISAR SAGLIK BILIMLERI UNIVERSITESI,2019-2018,DEVLET,AFYONKARAHISAR,593,1448,1050,1882,12,51,18,6,1673,3387,5060
AGRI IBRAHIM CECEN UNIVERSITESI,2019-2018,DEVLET,AGRI,2236,1704,3840,3832,482,272,2,0,6560,5808,12368
AGRI IBRAHIM CECEN UNIVERSITESI,2018-2017,DEVLET,AGRI,1905,1389,3780,3540,599,285,0,0,6284,5214,11498
AGRI IBRAHIM CECEN UNIVERSITESI,2017-2016,DEVLET,AGRI,1749,1307,3788,3317,493,234,0,0,6030,4858,10888
AGRI IBRAHIM CECEN UNIVERSITESI,2016-2015,DEVLET,AGRI,1714,1265,3744,3286,443,190,0,0,5901,4741,10642
AGRI IBRAHIM CECEN UNIVERSITESI,2015-2014,DEVLET,AGRI,1580,1191,3831,3143,312,133,0,0,5723,4467,10190
AHI EVRAN UNIVERSITESI,2018-2017,DEVLET,KIRSEHIR,5450,3067,4019,5784,655,443,24,27,10148,9321,19469
AHI EVRAN UNIVERSITESI,2017-2016,DEVLET,KIRSEHIR,5645,3191,3733,5642,534,385,19,20,9931,9238,19169
AHI EVRAN UNIVERSITESI,2016-2015,DEVLET,KIRSEHIR,5248,2986,3559,5454,429,331,14,17,9250,8788,18038
AHI EVRAN UNIVERSITESI,2015-2014,DEVLET,KIRSEHIR,4818,2817,3455,5477,357,279,15,19,8645,8592,17237
AKDENIZ UNIVERSITESI,2019-2018,DEVLET,ANTALYA,14759,8202,20795,16673,2087,2217,601,588,38242,27680,65922
AKDENIZ UNIVERSITESI,2018-2017,DEVLET,ANTALYA,19367,9466,19160,15705,2734,2344,566,584,41827,28099,69926
AKDENIZ UNIVERSITESI,2017-2016,DEVLET,ANTALYA,18857,8832,17677,14501,2725,2291,501,511,39760,26135,65895
AKDENIZ UNIVERSITESI,2016-2015,DEVLET,ANTALYA,18358,8558,18156,14652,2327,2047,479,466,39320,25723,65043
AKDENIZ UNIVERSITESI,2015-2014,DEVLET,ANTALYA,15289,7259,16561,13355,1805,1757,427,463,34082,22834,56916
AKSARAY UNIVERSITESI,2019-2018,DEVLET,AKSARAY,2537,1748,7946,7459,1369,767,90,63,11942,10037,21979
AKSARAY UNIVERSITESI,2018-2017,DEVLET,AKSARAY,3660,2161,7781,7540,1719,716,86,58,13246,10475,23721
AKSARAY UNIVERSITESI,2017-2016,DEVLET,AKSARAY,3767,2196,7046,6895,1743,758,81,49,12637,9898,22535
AKSARAY UNIVERSITESI,2016-2015,DEVLET,AKSARAY,3486,2122,6175,6076,1456,675,71,43,11188,8916,20104
AKSARAY UNIVERSITESI,2015-2014,DEVLET,AKSARAY,3123,1914,5331,5300,1202,579,62,35,9718,7828,17546
ALANYA ALAADDIN KEYKUBAT UNIVERSITESI,2019-2018,DEVLET,ANTALYA,3146,1533,3419,2429,188,125,9,12,6762,4099,10861
ALANYA ALAADDIN KEYKUBAT UNIVERSITESI,2018-2017,DEVLET,ANTALYA,2737,1215,2881,1931,198,87,8,9,5824,3242,9066
ALANYA ALAADDIN KEYKUBAT UNIVERSITESI,2017-2016,DEVLET,ANTALYA,2564,1168,2460,1672,162,74,7,7,5193,2921,8114
ALANYA HAMDULLAH EMIN PASA UNIVERSITESI,2019-2018,VAKIF,ANTALYA,0,0,184,189,30,18,0,0,214,207,421
ALANYA HAMDULLAH EMIN PASA UNIVERSITESI,2018-2017,VAKIF,ANTALYA,0,0,137,160,33,21,0,0,170,181,351
ALANYA HAMDULLAH EMIN PASA UNIVERSITESI,2017-2016,VAKIF,ANTALYA,0,0,125,133,6,3,0,0,131,136,267
ALANYA HAMDULLAH EMIN PASA UNIVERSITESI,2016-2015,VAKIF,ANTALYA,1,1,79,93,0,0,0,0,80,94,174
ALANYA HAMDULLAH EMIN PASA UNIVERSITESI,2015-2014,VAKIF,ANTALYA,0,1,27,40,0,0,0,0,27,41,68
ALTINBAS UNIVERSITESI,2019-2018,VAKIF,ISTANBUL,732,1039,3980,3093,1980,452,110,64,6802,4648,11450
ALTINBAS UNIVERSITESI,2018-2017,VAKIF,ISTANBUL,613,826,2989,2806,2141,308,65,31,5808,3971,9779
AMASYA UNIVERSITESI,2019-2018,DEVLET,AMASYA,5220,4018,2855,3623,343,220,8,6,8426,7867,16293
AMASYA UNIVERSITESI,2018-2017,DEVLET,AMASYA,6596,4445,2524,3347,436,220,7,5,9563,8017,17580
AMASYA UNIVERSITESI,2017-2016,DEVLET,AMASYA,6629,4391,2189,3028,460,224,7,7,9285,7650,16935
AMASYA UNIVERSITESI,2016-2015,DEVLET,AMASYA,5833,3846,1764,2696,377,208,6,7,7980,6757,14737
AMASYA UNIVERSITESI,2015-2014,DEVLET,AMASYA,4953,3239,1505,2580,320,209,6,4,6784,6032,12816
ANADOLU UNIVERSITESI,2019-2018,DEVLET,ESKISEHIR,700280,813001,1083142,758686,2365,2074,886,839,1786673,1574600,3361273
ANADOLU UNIVERSITESI,2018-2017,DEVLET,ESKISEHIR,634035,747854,1072772,748223,3671,2562,1342,1030,1711820,1499669,3211489
ANADOLU UNIVERSITESI,2017-2016,DEVLET,ESKISEHIR,562216,666565,1055558,731065,3247,2490,1179,874,1622200,1400994,3023194
ANADOLU UNIVERSITESI,2016-2015,DEVLET,ESKISEHIR,511259,601494,1052246,725364,2533,2084,1006,776,1567044,1329718,2896762
ANADOLU UNIVERSITESI,2015-2014,DEVLET,ESKISEHIR,467996,545753,981854,685545,2217,1867,943,719,1453010,1233884,2686894
ANKARA HACI BAYRAM VELI UNIVERSITESI,2019-2018,DEVLET,ANKARA,503,1000,8806,10320,2915,2852,1080,924,13304,15096,28400
ANKARA MUZIK VE GUZEL SANATLAR UNIVERSITESI,2019-2018,DEVLET,ANKARA,0,0,24,11,14,7,6,4,44,22,66
ANKARA SOSYAL BILIMLER UNIVERSITESI,2019-2018,DEVLET,ANKARA,0,0,282,316,250,178,34,10,566,504,1070
ANKARA SOSYAL BILIMLER UNIVERSITESI,2018-2017,DEVLET,ANKARA,0,0,129,168,136,73,9,0,274,241,515
ANKARA SOSYAL BILIMLER UNIVERSITESI,2017-2016,DEVLET,ANKARA,0,0,153,224,42,28,0,0,195,252,447
ANKARA UNIVERSITESI,2019-2018,DEVLET,ANKARA,3724,3810,18982,22709,4401,4345,2842,2846,29949,33710,63659
ANKARA UNIVERSITESI,2018-2017,DEVLET,ANKARA,4259,4123,17575,21427,4561,4249,2618,2634,29013,32433,61446
ANKARA UNIVERSITESI,2017-2016,DEVLET,ANKARA,4004,3753,17528,21389,6230,6031,2892,2721,30654,33894,64548
ANKARA UNIVERSITESI,2016-2015,DEVLET,ANKARA,3449,3234,17845,21713,6393,6362,2912,2680,30599,33989,64588
ANKARA UNIVERSITESI,2015-2014,DEVLET,ANKARA,3104,2995,18358,22254,5682,6164,2995,2917,30139,34330,64469
ANKARA YILDIRIM BEYAZIT UNIVERSITESI,2019-2018,DEVLET,ANKARA,749,871,5604,7061,1588,1483,761,451,8702,9866,18568
ANKARA YILDIRIM BEYAZIT UNIVERSITESI,2018-2017,DEVLET,ANKARA,171,309,4841,6045,1837,1275,804,431,7653,8060,15713
ANKARA YILDIRIM BEYAZIT UNIVERSITESI,2017-2016,DEVLET,ANKARA,84,130,4379,5388,1795,1118,749,368,7007,7004,14011
ANTALYA AKEV UNIVERSITESI,2019-2018,VAKIF,ANTALYA,146,124,103,65,0,0,0,0,249,189,438
ANTALYA AKEV UNIVERSITESI,2018-2017,VAKIF,ANTALYA,67,62,67,35,0,0,0,0,134,97,231
ANTALYA BILIM UNIVERSITESI,2019-2018,VAKIF,ANTALYA,71,27,1481,1318,275,155,0,0,1827,1500,3327
ANTALYA BILIM UNIVERSITESI,2018-2017,VAKIF,ANTALYA,0,0,1324,1207,183,58,0,0,1507,1265,2772
ARDAHAN UNIVERSITESI,2019-2018,DEVLET,ARDAHAN,648,515,2015,1606,96,95,17,25,2776,2241,5017
ARDAHAN UNIVERSITESI,2018-2017,DEVLET,ARDAHAN,779,473,2066,1639,132,86,17,21,2994,2219,5213
ARDAHAN UNIVERSITESI,2017-2016,DEVLET,ARDAHAN,783,421,2022,1584,113,76,13,17,2931,2098,5029
ARDAHAN UNIVERSITESI,2016-2015,DEVLET,ARDAHAN,761,422,1764,1365,132,72,14,17,2671,1876,4547
ARDAHAN UNIVERSITESI,2015-2014,DEVLET,ARDAHAN,730,414,1428,1142,90,51,21,13,2269,1620,3889
ARTVIN CORUH UNIVERSITESI,2019-2018,DEVLET,ARTVIN,2788,2069,1593,2509,249,132,15,6,4645,4716,9361
ARTVIN CORUH UNIVERSITESI,2018-2017,DEVLET,ARTVIN,3506,2061,1475,2321,267,128,16,5,5264,4515,9779
ARTVIN CORUH UNIVERSITESI,2017-2016,DEVLET,ARTVIN,3443,1926,1447,2078,268,127,15,3,5173,4134,9307
ARTVIN CORUH UNIVERSITESI,2016-2015,DEVLET,ARTVIN,2804,1515,1300,1778,207,94,18,3,4329,3390,7719
ARTVIN CORUH UNIVERSITESI,2015-2014,DEVLET,ARTVIN,2251,1196,1318,1662,165,82,18,4,3752,2944,6696
ATASEHIR ADIGUZEL MESLEK YUKSEKOKULU,2019-2018,VAKIF MYO,ISTANBUL,780,581,0,0,0,0,0,0,780,581,1361
ATASEHIR ADIGUZEL MESLEK YUKSEKOKULU,2018-2017,VAKIF MYO,ISTANBUL,824,713,0,0,0,0,0,0,824,713,1537
ATASEHIR ADIGUZEL MESLEK YUKSEKOKULU,2017-2016,VAKIF MYO,ISTANBUL,851,830,0,0,0,0,0,0,851,830,1681
ATASEHIR ADIGUZEL MESLEK YUKSEKOKULU,2016-2015,VAKIF MYO,ISTANBUL,629,691,0,0,0,0,0,0,629,691,1320
ATASEHIR ADIGUZEL MESLEK YUKSEKOKULU,2015-2014,VAKIF MYO,ISTANBUL,420,470,0,0,0,0,0,0,420,470,890
ATATURK UNIVERSITESI,2019-2018,DEVLET,ERZURUM,122292,157427,50543,56130,3275,2646,1553,945,177663,217148,394811
ATATURK UNIVERSITESI,2018-2017,DEVLET,ERZURUM,97878,126546,45615,54940,6029,3918,1745,1030,151267,186434,337701
ATATURK UNIVERSITESI,2017-2016,DEVLET,ERZURUM,73076,91854,43755,54652,6360,3856,1854,1037,125045,151399,276444
ATATURK UNIVERSITESI,2016-2015,DEVLET,ERZURUM,51433,70533,33065,37276,5540,3464,1955,1038,91993,112311,204304
ATATURK UNIVERSITESI,2015-2014,DEVLET,ERZURUM,34702,43665,32144,31813,5876,3747,2295,1319,75017,80544,155561
ATILIM UNIVERSITESI,2019-2018,VAKIF,ANKARA,36,13,4917,3520,547,329,90,58,5590,3920,9510
ATILIM UNIVERSITESI,2018-2017,VAKIF,ANKARA,38,15,4822,3423,520,248,50,45,5430,3731,9161
ATILIM UNIVERSITESI,2017-2016,VAKIF,ANKARA,58,22,4609,3192,703,347,106,71,5476,3632,9108
ATILIM UNIVERSITESI,2016-2015,VAKIF,ANKARA,29,9,3470,2483,496,330,102,62,4097,2884,6981
ATILIM UNIVERSITESI,2015-2014,VAKIF,ANKARA,34,11,3183,2205,674,255,83,46,3974,2517,6491
AVRASYA UNIVERSITESI,2019-2018,VAKIF,TRABZON,1181,1328,1766,1884,536,163,17,8,3500,3383,6883
AVRASYA UNIVERSITESI,2018-2017,VAKIF,TRABZON,1179,1357,1912,1912,554,161,14,7,3659,3437,7096
AVRASYA UNIVERSITESI,2017-2016,VAKIF,TRABZON,1302,1537,1767,1585,493,171,8,5,3570,3298,6868
AVRASYA UNIVERSITESI,2016-2015,VAKIF,TRABZON,1255,1352,1614,1179,504,223,8,4,3381,2758,6139
AVRASYA UNIVERSITESI,2015-2014,VAKIF,TRABZON,928,1008,1249,828,476,194,8,3,2661,2033,4694
AVRUPA MESLEK YUKSEKOKULU,2019-2018,VAKIF MYO,ISTANBUL,996,1096,0,0,0,0,0,0,996,1096,2092
AVRUPA MESLEK YUKSEKOKULU,2018-2017,VAKIF MYO,ISTANBUL,1072,1003,0,0,0,0,0,0,1072,1003,2075
AVRUPA MESLEK YUKSEKOKULU,2017-2016,VAKIF MYO,ISTANBUL,1249,1042,0,0,0,0,0,0,1249,1042,2291
AVRUPA MESLEK YUKSEKOKULU,2016-2015,VAKIF MYO,ISTANBUL,883,708,0,0,0,0,0,0,883,708,1591
AVRUPA MESLEK YUKSEKOKULU,2015-2014,VAKIF MYO,ISTANBUL,366,410,0,0,0,0,0,0,366,410,776
AYDIN ADNAN MENDERES UNIVERSITESI,2019-2018,DEVLET,AYDIN,9822,8309,14385,14848,1574,1515,294,362,26075,25034,51109
BAHCESEHIR UNIVERSITESI,2019-2018,VAKIF,ISTANBUL,507,693,9240,8153,3255,2861,218,215,13220,11922,25142
BAHCESEHIR UNIVERSITESI,2018-2017,VAKIF,ISTANBUL,584,662,8533,7813,3644,2721,236,179,12997,11375,24372
BAHCESEHIR UNIVERSITESI,2017-2016,VAKIF,ISTANBUL,824,750,7297,6889,4285,2786,193,155,12599,10580,23179
BAHCESEHIR UNIVERSITESI,2016-2015,VAKIF,ISTANBUL,925,646,6458,6044,3812,2532,189,148,11384,9370,20754
BAHCESEHIR UNIVERSITESI,2015-2014,VAKIF,ISTANBUL,767,525,5697,5334,3240,2145,161,123,9865,8127,17992
BALIKESIR UNIVERSITESI,2019-2018,DEVLET,BALIKESIR,6933,3833,11570,10234,1005,890,176,127,19684,15084,34768
BALIKESIR UNIVERSITESI,2018-2017,DEVLET,BALIKESIR,9200,4459,11060,9855,1338,1040,180,127,21778,15481,37259
BALIKESIR UNIVERSITESI,2017-2016,DEVLET,BALIKESIR,9629,4673,10455,9357,1298,1037,195,136,21577,15203,36780
BALIKESIR UNIVERSITESI,2016-2015,DEVLET,BALIKESIR,9312,4539,9895,9003,1093,898,203,143,20503,14583,35086
BALIKESIR UNIVERSITESI,2015-2014,DEVLET,BALIKESIR,9997,5412,11694,11927,874,729,152,101,22717,18169,40886
BANDIRMA ONYEDI EYLUL UNIVERSITESI,2019-2018,DEVLET,BALIKESIR,1669,1450,3562,3245,274,205,19,16,5524,4916,10440
BANDIRMA ONYEDI EYLUL UNIVERSITESI,2018-2017,DEVLET,BALIKESIR,1948,1594,3113,3246,215,131,11,10,5287,4981,10268
BANDIRMA ONYEDI EYLUL UNIVERSITESI,2017-2016,DEVLET,BALIKESIR,2016,1647,2791,3272,81,70,3,5,4891,4994,9885
BANDIRMA ONYEDI EYLUL UNIVERSITESI,2016-2015,DEVLET,BALIKESIR,1861,1475,2534,3179,0,0,0,0,4395,4654,9049
BARTIN UNIVERSITESI,2019-2018,DEVLET,BARTIN,2395,1942,5754,4980,879,482,45,46,9073,7450,16523
BARTIN UNIVERSITESI,2018-2017,DEVLET,BARTIN,2180,1813,5344,4712,951,424,41,33,8516,6982,15498
BARTIN UNIVERSITESI,2017-2016,DEVLET,BARTIN,2095,1697,4794,4319,873,396,38,27,7800,6439,14239
BARTIN UNIVERSITESI,2016-2015,DEVLET,BARTIN,1811,1396,4428,3876,683,333,40,23,6962,5628,12590
BARTIN UNIVERSITESI,2015-2014,DEVLET,BARTIN,1643,1132,3949,3233,475,254,35,18,6102,4637,10739
BASKENT UNIVERSITESI,2019-2018,VAKIF,ANKARA,1207,1232,5160,7154,659,855,240,221,7266,9462,16728
BASKENT UNIVERSITESI,2018-2017,VAKIF,ANKARA,1025,1166,4822,6887,916,733,269,189,7032,8975,16007
BASKENT UNIVERSITESI,2017-2016,VAKIF,ANKARA,1018,1236,4150,6006,756,669,228,134,6152,8045,14197
BASKENT UNIVERSITESI,2016-2015,VAKIF,ANKARA,769,931,3506,4904,571,592,188,111,5034,6538,11572
BASKENT UNIVERSITESI,2015-2014,VAKIF,ANKARA,660,787,3102,4414,476,531,152,117,4390,5849,10239
BATMAN UNIVERSITESI,2019-2018,DEVLET,BATMAN,3240,2306,3706,2162,571,188,27,3,7544,4659,12203
BATMAN UNIVERSITESI,2018-2017,DEVLET,BATMAN,3897,2252,3589,2118,713,200,21,2,8220,4572,12792
BATMAN UNIVERSITESI,2017-2016,DEVLET,BATMAN,3997,2262,3170,1911,953,170,16,0,8136,4343,12479
BATMAN UNIVERSITESI,2016-2015,DEVLET,BATMAN,3710,2270,2577,1405,505,123,17,0,6809,3798,10607
BATMAN UNIVERSITESI,2015-2014,DEVLET,BATMAN,3365,1885,1810,902,299,75,16,0,5490,2862,8352
BAYBURT UNIVERSITESI,2019-2018,DEVLET,BAYBURT,1615,1665,3807,3781,328,187,18,4,5768,5637,11405
BAYBURT UNIVERSITESI,2018-2017,DEVLET,BAYBURT,1645,1357,3567,3350,397,213,11,3,5620,4923,10543
BAYBURT UNIVERSITESI,2017-2016,DEVLET,BAYBURT,1446,1005,3263,2922,355,190,3,2,5067,4119,9186
BAYBURT UNIVERSITESI,2016-2015,DEVLET,BAYBURT,1097,613,2839,2429,280,159,3,1,4219,3202,7421
BAYBURT UNIVERSITESI,2015-2014,DEVLET,BAYBURT,834,435,2661,2234,183,86,0,0,3678,2755,6433
BEYKENT UNIVERSITESI,2019-2018,VAKIF,ISTANBUL,4491,4324,11334,8027,1538,900,153,83,17516,13334,30850
BEYKENT UNIVERSITESI,2018-2017,VAKIF,ISTANBUL,4851,4639,11447,8199,2519,1293,170,91,18987,14222,33209
BEYKENT UNIVERSITESI,2017-2016,VAKIF,ISTANBUL,4727,4521,10228,7513,3069,1665,110,61,18134,13760,31894
BEYKENT UNIVERSITESI,2016-2015,VAKIF,ISTANBUL,4455,4522,9477,7099,3355,2250,126,87,17413,13958,31371
BEYKENT UNIVERSITESI,2015-2014,VAKIF,ISTANBUL,3545,3738,8075,6456,0,0,0,0,11620,10194,21814
BEYKOZ LOJISTIK MESLEK YUKSEKOKULU,2016-2015,VAKIF MYO,ISTANBUL,1338,714,0,0,0,0,0,0,1338,714,2052
BEYKOZ LOJISTIK MESLEK YUKSEKOKULU,2015-2014,VAKIF MYO,ISTANBUL,1354,757,0,0,0,0,0,0,1354,757,2111
BEYKOZ UNIVERSITESI,2019-2018,VAKIF,ISTANBUL,1279,785,316,270,65,30,0,0,1660,1085,2745
BEYKOZ UNIVERSITESI,2018-2017,VAKIF,ISTANBUL,1376,656,124,64,24,10,0,0,1524,730,2254
BEYKOZ UNIVERSITESI,2017-2016,VAKIF,ISTANBUL,1399,670,0,0,0,0,0,0,1399,670,2069
BEZM-I ALEM VAKIF UNIVERSITESI,2015-2014,VAKIF,ISTANBUL,123,340,420,1123,8,26,10,17,561,1506,2067
BEZM-I ?LEM VAKIF UNIVERSITESI,2019-2018,VAKIF,ISTANBUL,156,484,704,1846,18,72,24,43,902,2445,3347
BEZM-I ?LEM VAKIF UNIVERSITESI,2018-2017,VAKIF,ISTANBUL,163,506,678,1833,16,63,23,38,880,2440,3320
BEZM-I ?LEM VAKIF UNIVERSITESI,2017-2016,VAKIF,ISTANBUL,186,521,618,1599,4,54,22,33,830,2207,3037
BEZM-I ?LEM VAKIF UNIVERSITESI,2016-2015,VAKIF,ISTANBUL,176,451,522,1386,6,42,25,27,729,1906,2635
BILECIK SEYH EDEBALI UNIVERSITESI,2019-2018,DEVLET,BILECIK,3164,2509,4445,4032,576,344,56,35,8241,6920,15161
BILECIK SEYH EDEBALI UNIVERSITESI,2018-2017,DEVLET,BILECIK,4562,2881,4476,4111,836,263,47,27,9921,7282,17203
BILECIK SEYH EDEBALI UNIVERSITESI,2017-2016,DEVLET,BILECIK,4811,3045,4038,3852,805,268,39,28,9693,7193,16886
BILECIK SEYH EDEBALI UNIVERSITESI,2016-2015,DEVLET,BILECIK,4475,2680,3571,3562,1014,348,31,29,9091,6619,15710
BILECIK SEYH EDEBALI UNIVERSITESI,2015-2014,DEVLET,BILECIK,4171,2241,3212,3248,674,268,26,23,8083,5780,13863
BINGOL UNIVERSITESI,2019-2018,DEVLET,BINGOL,3078,2524,4328,3991,426,169,66,14,7898,6698,14596
BINGOL UNIVERSITESI,2018-2017,DEVLET,BINGOL,3524,2354,4199,3975,484,156,57,11,8264,6496,14760
BINGOL UNIVERSITESI,2017-2016,DEVLET,BINGOL,3333,2171,4036,3730,620,161,43,11,8032,6073,14105
BINGOL UNIVERSITESI,2016-2015,DEVLET,BINGOL,3021,1894,3876,3370,660,164,40,10,7597,5438,13035
BINGOL UNIVERSITESI,2015-2014,DEVLET,BINGOL,2497,1607,3356,2907,508,141,18,7,6379,4662,11041
BIRUNI UNIVERSITESI,2019-2018,VAKIF,ISTANBUL,1107,2048,1198,3160,438,373,24,27,2767,5608,8375
BIRUNI UNIVERSITESI,2018-2017,VAKIF,ISTANBUL,1188,1877,987,2807,360,247,14,24,2549,4955,7504
BIRUNI UNIVERSITESI,2017-2016,VAKIF,ISTANBUL,1495,2156,686,2014,48,113,1,0,2230,4283,6513
BIRUNI UNIVERSITESI,2016-2015,VAKIF,ISTANBUL,1083,1691,399,1248,25,56,0,0,1507,2995,4502
BIRUNI UNIVERSITESI,2015-2014,VAKIF,ISTANBUL,233,569,150,597,0,0,0,0,383,1166,1549
BITLIS EREN UNIVERSITESI,2019-2018,DEVLET,BITLIS,2590,2184,1737,1335,251,132,8,3,4586,3654,8240
BITLIS EREN UNIVERSITESI,2018-2017,DEVLET,BITLIS,3238,2334,1772,1213,222,118,5,1,5237,3666,8903
BITLIS EREN UNIVERSITESI,2017-2016,DEVLET,BITLIS,3305,2291,1686,1039,147,77,7,1,5145,3408,8553
BITLIS EREN UNIVERSITESI,2016-2015,DEVLET,BITLIS,3079,2146,1558,871,139,65,7,1,4783,3083,7866
BITLIS EREN UNIVERSITESI,2015-2014,DEVLET,BITLIS,2897,1966,1364,743,104,35,7,1,4372,2745,7117
BOGAZICI UNIVERSITESI,2019-2018,DEVLET,ISTANBUL,0,0,7043,5613,1451,1243,547,513,9041,7369,16410
BOGAZICI UNIVERSITESI,2018-2017,DEVLET,ISTANBUL,0,0,6785,5563,1728,1433,708,588,9221,7584,16805
BOGAZICI UNIVERSITESI,2017-2016,DEVLET,ISTANBUL,0,0,6352,5331,2018,1491,816,645,9186,7467,16653
BOGAZICI UNIVERSITESI,2016-2015,DEVLET,ISTANBUL,0,0,6045,5450,1901,1446,773,609,8719,7505,16224
BOGAZICI UNIVERSITESI,2015-2014,DEVLET,ISTANBUL,0,0,5627,5392,1687,1308,707,555,8021,7255,15276
BOLU ABANT IZZET BAYSAL UNIVERSITESI,2019-2018,DEVLET,BOLU,4065,2802,8476,11375,1033,1066,228,224,13802,15467,29269
BOZOK UNIVERSITESI,2018-2017,DEVLET,YOZGAT,3990,2250,4980,4944,759,354,38,7,9767,7555,17322
BOZOK UNIVERSITESI,2017-2016,DEVLET,YOZGAT,3991,2061,4448,4392,703,311,26,3,9168,6767,15935
BOZOK UNIVERSITESI,2016-2015,DEVLET,YOZGAT,3564,1792,3912,3690,600,262,25,2,8101,5746,13847
BOZOK UNIVERSITESI,2015-2014,DEVLET,YOZGAT,3157,1512,3571,3121,500,212,20,2,7248,4847,12095
BULENT ECEVIT UNIVERSITESI,2018-2017,DEVLET,ZONGULDAK,7180,5309,9740,9917,1620,952,162,91,18702,16269,34971
